count;max;mutid;#E;predtime;#inter;+WG;+WT;+WTG;+WO;+WOG;+WN;+WNG;+WT*;+WT*G;+WZ;+WZG
314;600;1357991799263;6515;166;468;234;3;3;0;0;0;0;0;0;0;0
315;600;1357994326705;6515;2248;468;234;82;48;9;3;3;3;9;3;3;3
316;600;1358001802596;6515;222;1543;-1;3;3;2;2;2;2;2;2;2;2
317;600;1358001641022;6515;52;51;25;0;0;0;0;0;0;0;0;0;0
318;600;1357992140144;6515;108;1563;781;0;0;0;0;0;0;0;0;0;0
319;600;1358002808769;6515;107;1563;781;0;0;0;0;0;0;0;0;0;0
320;600;1358005786259;6515;16;468;234;83;71;55;46;13;13;17;17;16;16
321;600;1357993651892;6515;17;468;234;83;71;55;46;13;13;17;17;16;16
322;600;1358004064965;6515;46;1550;775;0;0;0;0;0;0;0;0;0;0
323;600;1357994655677;6515;642;1543;771;139;81;21;14;3;3;3;3;3;3
324;600;1358003664216;6515;1224;1543;771;14;10;0;0;0;0;0;0;0;0
325;600;1358004803499;6515;9;721;360;4;12;4;12;4;12;4;12;4;12
326;600;1357991935166;6515;30;1549;774;1;0;0;0;0;0;0;0;0;0
327;600;1358002382162;6515;809;1543;771;125;78;31;25;4;4;9;7;4;4
328;600;1358003616344;6515;333;1543;771;8;8;1;1;1;1;1;1;1;1
329;600;1358007110563;6515;306;1543;771;79;65;33;25;22;20;22;20;22;20
330;600;1357995222159;6515;55;1543;771;0;0;0;0;0;0;0;0;0;0
331;600;1358008194112;6515;956;741;370;41;6;1;1;1;1;1;1;1;1
332;600;1357995246348;6515;839;2;1;105;0;8;0;0;0;0;0;0;0
333;600;1358005361282;6515;3809;468;234;38;11;7;7;7;7;7;7;7;7
334;600;1357992865537;6515;164;632;316;33;18;15;10;10;8;14;10;10;8
335;600;1357994508820;6515;280;741;370;95;59;55;54;44;43;44;43;44;43
336;600;1358006897993;6515;198;0;-1;13;13;10;10;3;3;3;3;9;9
337;600;1358002543101;6515;3227;1543;771;9;5;0;0;0;0;0;0;0;0
338;600;1357993801762;6515;48;750;375;3;0;0;0;0;0;0;0;0;0
339;600;1357992796431;6515;1737;468;234;63;8;0;0;0;0;0;0;0;0
340;600;1358005643707;6515;2593;632;316;8;0;0;0;0;0;0;0;0;0
