count;max;mutid;#E;predtime;#inter;+WG;+WT;+WTG;+WO;+WOG;+WN;+WNG;+WT*;+WT*G;+WZ;+WZG
42;598;1357747255265;6723;18;1140;570;4;1;1;1;1;1;1;1;1;1
43;598;1357746346421;6723;84;65;-1;20;20;5;5;447;447;79;79;21;21
44;598;1357745865125;6723;5;13;6;3;1;1;1;1;1;1;1;1;1
45;598;1357741318376;6723;8;968;484;7;3;7;3;2;2;2;2;2;2
46;598;1357741823283;6723;8;1067;533;3;3;3;3;3;3;3;3;3;3
47;598;1357743665408;6723;1;72;36;1;1;1;1;1;1;1;1;1;1
48;598;1357742807642;6723;105;915;457;10;1;0;0;0;0;0;0;0;0
49;598;1357746240593;6723;23;880;440;3;1;1;1;1;1;1;1;1;1
50;598;1357744050564;6723;151;65;32;89;4;0;0;0;0;0;0;0;0
51;598;1357746972156;6723;106;6;3;18;1;1;1;1;1;1;1;1;1
52;598;1357742369298;6723;5;1422;711;6;6;6;6;6;6;6;6;6;6
53;598;1357741462829;6723;81;1005;502;6;0;0;0;0;0;0;0;0;0
54;598;1357745055796;6723;385;14;7;65;1;0;0;0;0;0;0;0;0
55;598;1357745603343;6723;70;917;458;23;9;1;1;1;1;1;1;1;1
56;598;1357743322704;6723;126;918;459;18;6;4;4;4;4;4;4;4;4
57;598;1357744061783;6723;1;15;7;2;2;2;2;2;2;2;2;2;2
58;598;1357740363892;6723;4;13;6;10;5;7;5;5;5;5;5;7;5
59;598;1357743228689;6723;62;874;437;0;0;0;0;0;0;0;0;0;0
60;598;1357745927828;6723;25;878;439;27;12;11;4;3;3;3;3;3;3
61;598;1357741082673;6723;1;31;15;1;0;1;0;1;0;1;0;1;0
62;598;1357746758984;6723;1;122;61;1;1;1;1;1;1;1;1;1;1
63;598;1357743516986;6723;3;877;-1;0;0;0;0;0;0;0;0;0;0
64;598;1357746864953;6723;7;968;484;5;2;3;1;2;1;2;1;3;1
65;598;1357745371187;6723;1;3;1;1;1;1;1;1;1;1;1;1;1
66;598;1357741994095;6723;995;872;436;310;92;6;6;6;6;6;6;6;6
67;598;1357745317109;6723;568;873;436;114;30;5;5;0;0;0;0;4;4
68;598;1357741253767;6723;2;72;36;1;1;1;1;1;1;1;1;1;1
69;598;1357745624031;6723;4;4;-1;3;3;1;1;1;1;1;1;1;1
70;598;1357746747734;6723;5;1422;711;5;5;5;5;5;5;5;5;5;5
71;598;1357740622079;6723;8;968;484;6;1;3;1;2;1;2;1;3;1
72;598;1357745251656;6723;1;27;13;1;1;1;1;1;1;1;1;1;1
73;598;1357741505408;6723;6;14;7;1;1;1;1;1;1;1;1;1;1
74;598;1357740601033;6723;1;72;36;1;1;1;1;1;1;1;1;1;1
75;598;1357745088562;6723;5;100;50;1;1;1;1;1;1;1;1;1;1
76;598;1357746537468;6723;9;1120;560;22;12;16;8;9;7;9;7;9;7
77;598;1357741664158;6723;5;1422;711;2;2;2;2;2;2;2;2;2;2
78;598;1357744999156;6723;29;893;-1;4;4;2;2;2;2;2;2;2;2
79;598;1357741547251;6723;7;282;141;2;1;1;1;1;1;1;1;1;1
80;598;1357746292734;6723;66;919;459;37;3;2;0;0;0;0;0;2;0
81;598;1357746590734;6723;5;1422;711;6;6;6;6;6;6;6;6;6;6
82;598;1357743506845;6723;2;285;142;1;1;1;1;1;1;1;1;1;1
83;598;1357746885562;6723;5;13;6;4;1;1;1;1;1;1;1;1;1
84;598;1357743463079;6723;114;6;3;18;1;1;1;1;1;1;1;1;1
85;598;1357740502892;6723;1;5;2;1;1;1;1;1;1;1;1;1;1
86;598;1357746621609;6723;43;893;446;4;0;0;0;0;0;0;0;0;0
87;598;1357747360562;6723;1;7;3;0;0;0;0;0;0;0;0;0;0
88;598;1357747129468;6723;23;1407;703;12;6;2;2;2;2;2;2;2;2
89;598;1357747233453;6723;67;288;144;2;1;1;1;1;1;1;1;1;1
90;598;1357743779845;6723;1;69;34;1;1;1;1;1;1;1;1;1;1
91;598;1357741516220;6723;4;1109;554;0;0;0;0;0;0;0;0;0;0
92;598;1357745688859;6723;2;31;15;2;2;2;2;2;2;2;2;2;2
93;598;1357741409361;6723;2;71;35;1;1;1;1;1;1;1;1;1;1
94;598;1357746229546;6723;34;15;7;8;2;2;2;2;2;2;2;2;2
95;598;1357746801578;6723;62;1029;514;7;1;0;0;0;0;0;0;0;0
96;598;1357746335718;6723;63;874;437;2;1;1;1;1;1;1;1;1;1
97;598;1357742764939;6723;2;72;36;1;0;0;0;0;0;0;0;0;0
98;598;1357740933298;6723;30;65;-1;5;5;2;2;447;447;56;56;6;6
99;598;1357742722298;6723;5;7;-1;0;0;0;0;0;0;0;0;0;0
100;598;1357747371468;6723;18;1096;548;3;1;1;1;1;1;1;1;1;1
101;598;1357742519142;6723;1;31;15;1;1;1;1;1;1;1;1;1;1
102;598;1357747287921;6723;4;1002;501;1;1;1;1;1;1;1;1;1;1
103;598;1357743004079;6723;1;72;36;0;0;0;0;0;0;0;0;0;0
104;598;1357745033703;6723;5;68;34;1;1;1;1;1;1;1;1;1;1
105;598;1357745993140;6723;28;7;3;7;1;1;1;1;1;1;1;1;1
106;598;1357740738454;6723;2;49;24;1;0;1;0;1;0;1;0;1;0
107;598;1357743250017;6723;41;284;142;10;1;1;1;1;1;1;1;1;1
108;598;1357745477312;6723;432;872;436;92;18;0;0;0;0;0;0;0;0
109;598;1357740857954;6723;22;926;463;13;4;6;2;0;0;0;0;6;2
110;598;1357741588908;6723;1;72;36;2;2;2;2;2;2;2;2;2;2
111;598;1357747086546;6723;53;1029;514;8;2;2;2;2;2;2;2;2;2
112;598;1357740706751;6723;35;967;483;9;2;1;1;1;1;1;1;1;1
113;598;1357746441609;6723;23;875;437;3;1;1;1;1;1;1;1;1;1
114;598;1357746642656;6723;1;11;5;0;0;0;0;0;0;0;0;0;0
115;598;1357742860189;6723;20;1044;522;0;0;0;0;0;0;0;0;0;0
116;598;1357741264595;6723;476;872;436;69;6;1;1;1;1;1;1;1;1
117;598;1357746526328;6723;48;286;143;21;0;0;0;0;0;0;0;0;0
118;598;1357741484689;6723;5;1422;711;6;6;6;6;6;6;6;6;6;6
